30 60
130 130 130 130 130 130 130 130 130 130 130 1294 1295 -1 -1 -1 -1 1307 1308 130 130 130 130 130 130 130 130 130 130 130
130 130 130 130 130 130 130 130 130 130 130 1358 1359 -1 -1 -1 -1 1371 1372 130 130 130 130 130 130 130 130 130 130 130
130 130 130 323 410 411 406 403 404 398 399 389 390 -1 -1 -1 -1 420 421 398 399 403 404 410 411 406 359 360 130 130
130 130 130 387 474 475 470 467 468 462 463 453 968 969 -1 -1 -1 484 485 462 463 467 468 474 475 470 423 424 130 130
130 524 450 451 -1 -1 534 -1 -1 526 527 -1 -1 -1 -1 -1 -1 -1 -1 526 527 -1 -1 -1 -1 534 487 488 542 130
1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 968 969 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
1358 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1496 1497 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 1560 1561 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 130 130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 130 130 1294 1295 -1 -1 -1 -1 729 730 1493 1494 1496 1497 1502 130
130 1356 -1 -1 -1 968 966 966 969 -1 -1 -1 1307 1308 130 130 1358 1359 -1 -1 -1 -1 793 794 1557 1558 1560 1561 1566 130
1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 403 404 389 390 -1 -1 -1 -1 484 485 474 475 423 424 130 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 467 468 453 454 -1 -1 -1 -1 -1 -1 -1 -1 487 488 542 130
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
130 1484 1493 1494 1491 1486 1487 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 524 470 462 463 467 468 450 451 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
1294 1295 534 526 527 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 1486 1487 1491 1493 1494 720 721 -1 -1 -1 -1 1310 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 676 677 737 738 1550 1551 410 1557 1558 784 394 -1 -1 -1 -1 1374 130
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 740 741 130 130 130 386 387 475 462 463 458 -1 -1 -1 -1 1310 130
130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 130 130 130 524 450 451 -1 526 527 -1 -1 -1 -1 -1 1374 130
1294 1295 -1 -1 -1 729 730 720 721 -1 -1 -1 1307 1308 130 130 524 394 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
1358 1359 -1 -1 -1 482 462 463 456 -1 -1 -1 1371 1372 130 389 392 458 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
1294 1295 -1 -1 -1 -1 526 527 -1 -1 -1 -1 420 421 386 387 456 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 450 451 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 1502 1372
130 1484 1493 1494 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1500 1493 1494 737 738 1566 130
130 524 465 462 463 456 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 482 472 474 475 470 423 424 1566 130
130 1356 -1 526 527 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 534 487 488 542 130
1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
130 1484 1496 1497 1487 1493 1494 1486 1487 1493 1494 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1548 1560 524 462 463 467 468 470 467 418 784 785 -1 -1 -1 -1 729 730 1486 1487 720 721 -1 -1 -1 -1 -1 1371 1372
130 130 389 390 526 527 -1 -1 534 -1 482 542 1292 -1 -1 -1 -1 793 794 1550 1551 784 785 -1 -1 -1 -1 -1 1310 130
130 524 453 454 -1 -1 -1 -1 -1 -1 -1 1374 1356 -1 -1 -1 -1 1307 1308 130 130 130 1292 -1 -1 -1 -1 -1 1374 130
1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 1359 -1 -1 -1 -1 1371 1372 130 130 389 390 -1 -1 -1 -1 -1 1310 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 1292 -1 -1 -1 -1 420 421 386 387 453 454 -1 -1 -1 -1 -1 1374 130
130 1292 -1 -1 -1 -1 -1 729 730 1491 1489 1502 1356 -1 -1 -1 -1 484 485 450 451 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1292 -1 -1 -1 -1 -1 482 474 475 423 424 394 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 679 680 1502 1372
130 1356 -1 -1 -1 -1 -1 -1 -1 -1 487 488 456 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 998 999 1000 1001 744 1566 130
1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1062 1063 1064 1065 130 130 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 130 130
130 1484 1486 1487 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 542 130
130 130 1550 1551 389 390 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 720 721 -1 -1 -1 -1 -1 -1 1307 1308
130 524 467 468 453 454 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 737 738 784 785 -1 -1 -1 -1 -1 -1 1371 1372
1358 1359 -1 -1 -1 -1 -1 -1 -1 729 730 720 721 -1 -1 -1 -1 793 794 406 389 390 -1 -1 -1 -1 -1 -1 1310 130
130 1292 -1 -1 -1 -1 -1 -1 -1 793 794 784 785 -1 -1 -1 -1 1374 524 470 453 454 -1 -1 -1 -1 -1 -1 1307 1308
130 1356 -1 -1 -1 -1 -1 -1 -1 420 421 389 390 -1 -1 -1 -1 1310 1292 534 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
130 1292 -1 -1 -1 -1 -1 -1 -1 484 485 453 454 -1 -1 -1 -1 1374 1356 -1 -1 -1 -1 -1 -1 998 999 1000 1001 130
130 1484 1489 1486 1487 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 1292 -1 -1 -1 -1 -1 -1 1062 1063 1064 1065 130
130 1548 1553 1550 1551 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 130 130 130 130 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
130 130 130 130 130 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
130 130 130 130 130 130 1484 1493 1494 1486 1487 720 721 -1 -1 -1 -1 1371 1484 1486 1487 1496 1497 1493 1494 1491 1486 1487 1502 130
130 130 130 130 130 130 1548 1557 1558 1550 1551 784 785 -1 -1 -1 -1 1307 1308 1550 1551 1560 1561 1557 1558 1555 1550 1551 1566 130
