30 30
130 130 130 130 130 130 130 130 130 322 323 392 -1 -1 -1 -1 -1 -1 418 359 360 130 130 130 130 130 130 130 130 130
130 130 130 130 130 130 130 322 323 386 387 456 -1 -1 -1 -1 -1 -1 482 423 424 359 360 130 130 130 130 130 130 130
130 130 130 130 130 130 130 386 387 450 451 -1 -1 -1 -1 -1 -1 -1 -1 487 488 423 424 130 130 130 130 130 130 130
130 130 130 130 130 130 524 450 451 -1 -1 -1 -1 -1 968 969 -1 -1 -1 -1 -1 487 488 542 130 130 130 130 130 130
130 130 130 130 130 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 130 130 130 130
130 130 130 130 130 130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130 130 130 130 130 130
130 130 130 130 130 130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130 130 130 130 130 130
130 130 130 130 130 1294 1295 -1 -1 -1 729 730 1486 1487 1499 1500 1496 1497 720 721 -1 -1 -1 1307 1308 130 130 130 130 130
130 130 130 130 130 1358 1359 -1 -1 -1 793 794 1550 1551 1563 1564 1560 1561 784 785 -1 -1 -1 1371 1372 130 130 130 130 130
130 130 130 130 130 130 1484 963 964 -1 544 474 475 462 463 462 463 474 475 522 -1 998 999 1502 130 130 130 130 130 130
130 130 130 130 130 130 392 1027 1028 -1 -1 -1 -1 526 527 526 527 -1 -1 -1 -1 1062 1063 418 130 130 130 130 130 130
130 130 130 130 130 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 130 130 130 130
130 130 130 130 130 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 130 130 130 130 130
130 130 130 130 130 130 1484 1486 1487 1489 962 963 964 -1 -1 -1 -1 998 999 1000 1499 1500 1491 1502 130 130 130 130 130 130
130 130 130 130 130 130 1548 1550 1551 1553 1026 1027 1028 -1 -1 -1 -1 1062 1063 1064 1563 1564 1555 1566 130 130 130 130 130 130
130 130 130 130 130 130 130 130 389 390 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 130 130 130 130 130 130 130 130
130 130 130 130 130 130 130 524 453 454 -1 -1 -1 -1 968 969 -1 -1 -1 -1 484 485 542 130 130 130 130 130 130 130
130 130 130 130 130 130 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 130 130 130 130 130
130 130 130 130 130 1358 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 130 130 130 130 130 130
130 130 130 130 130 130 130 1292 -1 -1 968 969 -1 -1 -1 -1 -1 -1 968 969 -1 -1 1310 130 130 130 130 130 130 130
130 130 130 130 130 130 130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130 130 130 130 130 130 130
130 130 130 130 130 130 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 130 130 130 130 130
130 130 130 130 130 130 1358 1359 -1 -1 -1 -1 -1 -1 968 969 -1 -1 -1 -1 -1 -1 1371 1372 130 130 130 130 130 130
130 130 130 130 130 130 130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130 130 130 130 130 130 130
130 130 130 130 130 130 130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130 130 130 130 130 130 130
130 130 130 130 130 130 1161 961 962 963 964 -1 -1 -1 -1 -1 -1 -1 -1 998 999 1000 1001 1185 130 130 130 130 130 130
130 130 130 130 130 130 130 1025 1026 1027 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1063 1064 1065 130 130 130 130 130 130 130
130 130 130 130 130 130 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 130 130 130 130 130
130 130 130 130 130 130 1358 1359 -1 -1 -1 968 969 -1 -1 -1 -1 993 994 -1 -1 -1 1371 1372 130 130 130 130 130 130
130 130 130 130 130 130 130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130 130 130 130 130 130 130
