20 30
0 0 0 0 0 0 0 13 13 13 13 13 13 0 0 0 0 0 0 0
0 0 0 0 0 0 6 -1 -1 -1 -1 -1 -1 8 0 0 0 0 0 0
0 0 0 0 6 5 -1 -1 -1 -1 -1 -1 -1 -1 7 8 0 0 0 0
0 0 6 5 -1 -1 -1 -1 -1 9 9 -1 -1 -1 -1 -1 7 8 0 0
0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0
0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0
0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0
0 0 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 0
0 0 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 0
0 0 0 -1 -1 8 0 0 0 0 0 0 0 0 6 -1 -1 0 0 0
0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0
0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0
0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0
0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 0 0 0 0 0 0 0
0 0 0 0 0 6 -1 -1 -1 -1 -1 -1 -1 -1 8 0 0 0 0 0
0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0
0 0 0 6 -1 -1 -1 -1 -1 9 9 -1 -1 -1 -1 -1 8 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 -1 -1 9 9 -1 -1 -1 -1 -1 -1 9 9 -1 -1 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 9 9 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0
0 0 0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 0 0 0
0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
0 0 0 -1 -1 -1 9 9 -1 -1 -1 -1 9 9 -1 -1 -1 0 0 0
0 0 0 14 14 14 14 14 14 14 14 14 14 14 14 14 14 0 0 0
