40 40
130 130 322 323 403 404 398 399 403 404 398 399 410 411 403 404 410 411 398 399 403 404 410 411 403 404 398 399 403 404 410 411 130 130 130 130 130 130 130 130
398 399 386 387 467 468 462 463 467 468 462 463 474 475 467 468 474 475 462 463 467 468 474 475 467 468 462 463 467 468 474 475 542 360 130 130 130 130 130 130
462 463 450 451 -1 -1 526 527 -1 -1 526 527 -1 -1 -1 -1 -1 -1 526 527 -1 -1 -1 -1 -1 -1 526 527 -1 -1 -1 -1 420 421 359 360 130 130 130 130
526 527 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 423 424 359 360 130 130
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 423 424 130 130
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 542 130
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
1484 1493 1494 1491 1486 1487 642 643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
1548 1557 1558 1555 1550 1551 706 707 645 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
130 130 130 130 130 130 130 130 709 710 648 649 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
130 130 130 130 130 130 130 130 130 130 712 713 1493 1494 1496 1497 1499 1500 1496 1497 1493 1494 642 643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
130 130 130 130 322 323 398 399 403 404 410 411 1557 1558 1560 1561 1563 1564 1560 1561 1557 1558 706 707 642 643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 130 322 323 386 387 462 463 467 468 474 475 467 468 474 475 462 463 462 463 474 475 423 424 706 707 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
