30 60
720 721 -1 -1 -1 -1 729 130 130 130 524 467 468 -1 -1 -1 -1 468 474 475 542 410 411 130 130 130 130 130 130 130
784 785 -1 -1 -1 -1 793 410 411 398 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 482 474 475 542 130 130 130 130 130 130
1294 1295 -1 -1 -1 -1 485 474 475 462 522 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 359 360 130 130 130
1358 1359 -1 -1 -1 -1 -1 -1 -1 526 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 423 424 130 130 130
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 130 130 130
130 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 968 969 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 130
130 1292 -1 -1 -1 -1 729 730 645 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 542 130
130 1356 -1 -1 -1 -1 793 794 709 710 645 646 -1 -1 -1 -1 1062 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1292 -1 -1 -1 -1 1307 1308 130 386 709 710 716 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
130 1356 -1 -1 -1 -1 1371 130 524 450 451 -1 -1 -1 -1 -1 -1 -1 -1 673 674 1496 1497 1499 1500 1491 1486 1487 1502 130
1294 1295 -1 -1 -1 -1 1310 1358 1359 -1 -1 -1 -1 -1 -1 -1 998 999 1000 465 474 475 467 468 1564 1555 1550 1551 130 130
1358 1359 -1 -1 -1 -1 1374 130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 544 418 359 360 130 130
130 1292 -1 -1 -1 -1 1307 1308 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 482 423 424 130 130
130 1356 -1 -1 -1 -1 1371 1372 1484 1491 1499 1500 1496 1497 642 643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 542 130
130 1292 -1 -1 -1 -1 1310 130 1548 1555 1563 1564 1560 1561 706 707 645 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1356 -1 -1 -1 -1 1310 130 322 322 323 411 403 404 398 399 709 710 648 649 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
130 1292 -1 -1 -1 -1 1374 130 130 386 387 475 467 468 462 463 465 467 468 713 716 -1 -1 -1 -1 -1 -1 -1 1310 130
