80 30
130 130 130 130 130 130 130 130 130 130 130 130 322 323 410 411 398 399 403 404 410 411 398 399 410 411 403 404 398 399 398 399 403 404 403 404 410 411 403 404 398 399 410 411 403 404 410 411 398 399 410 411 403 404 398 399 359 360 130 130 130 130 130 130 130 130 130 322 323 406 403 404 359 360 130 130 130 130 130 130
130 130 130 130 130 130 130 130 130 130 322 323 386 387 474 475 462 463 467 468 474 475 462 463 474 475 467 468 462 463 462 463 467 468 467 468 474 475 467 468 462 463 474 475 467 468 474 475 462 463 474 475 467 468 462 463 423 424 130 130 130 130 130 130 130 130 130 386 387 470 467 468 423 424 359 360 130 130 130 130
130 130 130 130 130 130 322 323 403 404 386 387 450 451 -1 -1 526 527 -1 -1 -1 -1 526 527 -1 -1 -1 -1 526 527 526 527 -1 -1 -1 -1 -1 -1 -1 -1 526 527 -1 -1 -1 -1 -1 -1 526 527 -1 -1 -1 -1 526 527 487 488 542 130 130 130 130 130 130 130 524 450 451 534 -1 -1 487 488 423 424 359 360 130 130
130 130 130 130 130 130 386 387 467 468 450 451 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 359 360 130 130 130 389 390 -1 -1 -1 -1 -1 -1 -1 487 488 423 424 130 130
130 130 130 130 130 524 450 451 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 423 424 130 130 524 453 454 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 542 130
130 130 322 323 389 390 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 542 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
130 130 386 387 453 454 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
130 524 450 451 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 1489 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 737 738 1553 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 721 -1 -1 -1 -1 -1 1310 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 359 360 130 1484 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 737 738 785 -1 -1 -1 -1 -1 1374 1358 1359 -1 -1 -1 -1 729 1491 721 -1 -1 -1 -1 -1 -1 1310 130
